"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"South Africa","Electricity - nuclear production, public","1991","Kilowatt-hours, million","9300",""
"South Africa","Electricity - nuclear production, public","1990","Kilowatt-hours, million","8400",""
"Spain","Electricity- total nuclear production","2007","Kilowatt-hours, million","55103",""
"Spain","Electricity- total nuclear production","2006","Kilowatt-hours, million","60126",""
"Spain","Electricity- total nuclear production","2005","Kilowatt-hours, million","57539",""
"Spain","Electricity- total nuclear production","2004","Kilowatt-hours, million","63606",""
"Spain","Electricity- total nuclear production","2003","Kilowatt-hours, million","61875",""
"Spain","Electricity- total nuclear production","2002","Kilowatt-hours, million","63016",""
"Spain","Electricity- total nuclear production","2001","Kilowatt-hours, million","63708",""
"Spain","Electricity- total nuclear production","2000","Kilowatt-hours, million","62206",""
"Spain","Electricity- total nuclear production","1999","Kilowatt-hours, million","58852",""
"Spain","Electricity- total nuclear production","1998","Kilowatt-hours, million","58993",""
"Spain","Electricity- total nuclear production","1997","Kilowatt-hours, million","55299",""
"Spain","Electricity- total nuclear production","1996","Kilowatt-hours, million","56330",""
"Spain","Electricity- total nuclear production","1995","Kilowatt-hours, million","55455",""
"Spain","Electricity- total nuclear production","1994","Kilowatt-hours, million","55313",""
"Spain","Electricity- total nuclear production","1993","Kilowatt-hours, million","56060",""
"Spain","Electricity- total nuclear production","1992","Kilowatt-hours, million","55782",""
"Spain","Electricity- total nuclear production","1991","Kilowatt-hours, million","55578",""
"Spain","Electricity- total nuclear production","1990","Kilowatt-hours, million","54286",""
"Spain","Electricity - nuclear production, public","2007","Kilowatt-hours, million","55103",""
"Spain","Electricity - nuclear production, public","2006","Kilowatt-hours, million","60126",""
"Spain","Electricity - nuclear production, public","2005","Kilowatt-hours, million","57539",""
"Spain","Electricity - nuclear production, public","2004","Kilowatt-hours, million","63606",""
"Spain","Electricity - nuclear production, public","2003","Kilowatt-hours, million","61875",""
"Spain","Electricity - nuclear production, public","2002","Kilowatt-hours, million","63016",""
"Spain","Electricity - nuclear production, public","2001","Kilowatt-hours, million","63708",""
"Spain","Electricity - nuclear production, public","2000","Kilowatt-hours, million","62206",""
"Spain","Electricity - nuclear production, public","1999","Kilowatt-hours, million","58852",""
"Spain","Electricity - nuclear production, public","1998","Kilowatt-hours, million","58993",""
"Spain","Electricity - nuclear production, public","1997","Kilowatt-hours, million","55299",""
"Spain","Electricity - nuclear production, public","1996","Kilowatt-hours, million","56330",""
"Spain","Electricity - nuclear production, public","1995","Kilowatt-hours, million","55455",""
"Spain","Electricity - nuclear production, public","1994","Kilowatt-hours, million","55313",""
"Spain","Electricity - nuclear production, public","1993","Kilowatt-hours, million","56060",""
"Spain","Electricity - nuclear production, public","1992","Kilowatt-hours, million","55782",""
"Spain","Electricity - nuclear production, public","1991","Kilowatt-hours, million","55578",""
"Spain","Electricity - nuclear production, public","1990","Kilowatt-hours, million","54286",""
"Sweden","Electricity- total nuclear production","2007","Kilowatt-hours, million","66969",""
"Sweden","Electricity- total nuclear production","2006","Kilowatt-hours, million","66977",""
"Sweden","Electricity- total nuclear production","2005","Kilowatt-hours, million","72377",""
"Sweden","Electricity- total nuclear production","2004","Kilowatt-hours, million","77486",""
"Sweden","Electricity- total nuclear production","2003","Kilowatt-hours, million","67415",""
"Sweden","Electricity- total nuclear production","2002","Kilowatt-hours, million","68111",""
"Sweden","Electricity- total nuclear production","2001","Kilowatt-hours, million","72109",""
"Sweden","Electricity- total nuclear production","2000","Kilowatt-hours, million","57316",""
"Sweden","Electricity- total nuclear production","1999","Kilowatt-hours, million","73188",""
"Sweden","Electricity- total nuclear production","1998","Kilowatt-hours, million","73583",""
"Sweden","Electricity- total nuclear production","1997","Kilowatt-hours, million","69928",""
"Sweden","Electricity- total nuclear production","1996","Kilowatt-hours, million","74082",""
"Sweden","Electricity- total nuclear production","1995","Kilowatt-hours, million","69935",""
"Sweden","Electricity- total nuclear production","1994","Kilowatt-hours, million","73156",""
"Sweden","Electricity- total nuclear production","1993","Kilowatt-hours, million","61395",""
"Sweden","Electricity- total nuclear production","1992","Kilowatt-hours, million","63544",""
"Sweden","Electricity- total nuclear production","1991","Kilowatt-hours, million","76761",""
"Sweden","Electricity- total nuclear production","1990","Kilowatt-hours, million","68125",""
"Sweden","Electricity - nuclear production, public","2007","Kilowatt-hours, million","66969",""
"Sweden","Electricity - nuclear production, public","2006","Kilowatt-hours, million","66977",""
"Sweden","Electricity - nuclear production, public","2005","Kilowatt-hours, million","72377",""
"Sweden","Electricity - nuclear production, public","2004","Kilowatt-hours, million","77486",""
"Sweden","Electricity - nuclear production, public","2003","Kilowatt-hours, million","67415",""
"Sweden","Electricity - nuclear production, public","2002","Kilowatt-hours, million","68111",""
"Sweden","Electricity - nuclear production, public","2001","Kilowatt-hours, million","72109",""
"Sweden","Electricity - nuclear production, public","2000","Kilowatt-hours, million","57316",""
"Sweden","Electricity - nuclear production, public","1999","Kilowatt-hours, million","73188",""
"Sweden","Electricity - nuclear production, public","1998","Kilowatt-hours, million","73583",""
"Sweden","Electricity - nuclear production, public","1997","Kilowatt-hours, million","69928",""
"Sweden","Electricity - nuclear production, public","1996","Kilowatt-hours, million","74082",""
"Sweden","Electricity - nuclear production, public","1995","Kilowatt-hours, million","69935",""
"Sweden","Electricity - nuclear production, public","1994","Kilowatt-hours, million","73156",""
"Sweden","Electricity - nuclear production, public","1993","Kilowatt-hours, million","61395",""
"Sweden","Electricity - nuclear production, public","1992","Kilowatt-hours, million","63544",""
"Sweden","Electricity - nuclear production, public","1991","Kilowatt-hours, million","76761",""
"Sweden","Electricity - nuclear production, public","1990","Kilowatt-hours, million","68125",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","2007","Kilowatt-hours, million","27925",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","2006","Kilowatt-hours, million","27819",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","2005","Kilowatt-hours, million","23341",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","2004","Kilowatt-hours, million","26958",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","2003","Kilowatt-hours, million","27487",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","2002","Kilowatt-hours, million","27234",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","2001","Kilowatt-hours, million","26811",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","2000","Kilowatt-hours, million","26446",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1999","Kilowatt-hours, million","25830",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1998","Kilowatt-hours, million","25830",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1997","Kilowatt-hours, million","25409",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1996","Kilowatt-hours, million","25142",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1995","Kilowatt-hours, million","24895",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1994","Kilowatt-hours, million","24363",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1993","Kilowatt-hours, million","23351",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1992","Kilowatt-hours, million","23448",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1991","Kilowatt-hours, million","22953",""
"Switzerland-Liechtenstein","Electricity- total nuclear production","1990","Kilowatt-hours, million","23636",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","2007","Kilowatt-hours, million","27925",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","2006","Kilowatt-hours, million","27819",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","2005","Kilowatt-hours, million","23341",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","2004","Kilowatt-hours, million","26958",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","2003","Kilowatt-hours, million","27487",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","2002","Kilowatt-hours, million","27234",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","2001","Kilowatt-hours, million","26811",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","2000","Kilowatt-hours, million","26446",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1999","Kilowatt-hours, million","25830",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1998","Kilowatt-hours, million","25830",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1997","Kilowatt-hours, million","25409",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1996","Kilowatt-hours, million","25142",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1995","Kilowatt-hours, million","24895",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1994","Kilowatt-hours, million","24363",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1993","Kilowatt-hours, million","23351",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1992","Kilowatt-hours, million","23448",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1991","Kilowatt-hours, million","22953",""
"Switzerland-Liechtenstein","Electricity - nuclear production, public","1990","Kilowatt-hours, million","23636",""
"Ukraine","Electricity- total nuclear production","2007","Kilowatt-hours, million","92542",""
"Ukraine","Electricity- total nuclear production","2006","Kilowatt-hours, million","90225",""
"Ukraine","Electricity- total nuclear production","2005","Kilowatt-hours, million","88756",""
"Ukraine","Electricity- total nuclear production","2004","Kilowatt-hours, million","87022",""
"Ukraine","Electricity- total nuclear production","2003","Kilowatt-hours, million","81406",""
"Ukraine","Electricity- total nuclear production","2002","Kilowatt-hours, million","77990",""
"Ukraine","Electricity- total nuclear production","2001","Kilowatt-hours, million","76169",""
"Ukraine","Electricity- total nuclear production","2000","Kilowatt-hours, million","77341",""
"Ukraine","Electricity- total nuclear production","1999","Kilowatt-hours, million","72065",""
"Ukraine","Electricity- total nuclear production","1998","Kilowatt-hours, million","75239",""
"Ukraine","Electricity- total nuclear production","1997","Kilowatt-hours, million","79433",""
"Ukraine","Electricity- total nuclear production","1996","Kilowatt-hours, million","79577",""
"Ukraine","Electricity- total nuclear production","1995","Kilowatt-hours, million","70823",""
"Ukraine","Electricity- total nuclear production","1994","Kilowatt-hours, million","68848",""
"Ukraine","Electricity- total nuclear production","1993","Kilowatt-hours, million","75243",""
"Ukraine","Electricity- total nuclear production","1992","Kilowatt-hours, million","73750",""
"Ukraine","Electricity - nuclear production, public","2007","Kilowatt-hours, million","92542",""
"Ukraine","Electricity - nuclear production, public","2006","Kilowatt-hours, million","90225",""
"Ukraine","Electricity - nuclear production, public","2005","Kilowatt-hours, million","88756",""
"Ukraine","Electricity - nuclear production, public","2004","Kilowatt-hours, million","87022",""
"Ukraine","Electricity - nuclear production, public","2003","Kilowatt-hours, million","81406",""
"Ukraine","Electricity - nuclear production, public","2002","Kilowatt-hours, million","77990",""
"Ukraine","Electricity - nuclear production, public","2001","Kilowatt-hours, million","76169",""
"Ukraine","Electricity - nuclear production, public","2000","Kilowatt-hours, million","77341",""
"Ukraine","Electricity - nuclear production, public","1999","Kilowatt-hours, million","72065",""
"Ukraine","Electricity - nuclear production, public","1998","Kilowatt-hours, million","75239",""
"Ukraine","Electricity - nuclear production, public","1997","Kilowatt-hours, million","79433",""
"Ukraine","Electricity - nuclear production, public","1996","Kilowatt-hours, million","79577",""
"Ukraine","Electricity - nuclear production, public","1995","Kilowatt-hours, million","70823",""
"Ukraine","Electricity - nuclear production, public","1994","Kilowatt-hours, million","68848",""
"Ukraine","Electricity - nuclear production, public","1993","Kilowatt-hours, million","75243",""
"Ukraine","Electricity - nuclear production, public","1992","Kilowatt-hours, million","73750",""
"Union of Soviet Socialist Republics [former]","Electricity- total nuclear production","1991","Kilowatt-hours, million","212000",""
"Union of Soviet Socialist Republics [former]","Electricity- total nuclear production","1990","Kilowatt-hours, million","212000",""
"Union of Soviet Socialist Republics [former]","Electricity - nuclear production, public","1991","Kilowatt-hours, million","212000",""
"Union of Soviet Socialist Republics [former]","Electricity - nuclear production, public","1990","Kilowatt-hours, million","212000",""
"United Kingdom","Electricity- total nuclear production","2007","Kilowatt-hours, million","63028",""
"United Kingdom","Electricity- total nuclear production","2006","Kilowatt-hours, million","75451",""
"United Kingdom","Electricity- total nuclear production","2005","Kilowatt-hours, million","81618",""
"United Kingdom","Electricity- total nuclear production","2004","Kilowatt-hours, million","79999",""
"United Kingdom","Electricity- total nuclear production","2003","Kilowatt-hours, million","88686",""
"United Kingdom","Electricity- total nuclear production","2002","Kilowatt-hours, million","87848",""
"United Kingdom","Electricity- total nuclear production","2001","Kilowatt-hours, million","89870",""
"United Kingdom","Electricity- total nuclear production","2000","Kilowatt-hours, million","85063",""
"United Kingdom","Electricity- total nuclear production","1999","Kilowatt-hours, million","95133",""
"United Kingdom","Electricity- total nuclear production","1998","Kilowatt-hours, million","99486",""
"United Kingdom","Electricity- total nuclear production","1997","Kilowatt-hours, million","98146",""
"United Kingdom","Electricity- total nuclear production","1996","Kilowatt-hours, million","94671",""
"United Kingdom","Electricity- total nuclear production","1995","Kilowatt-hours, million","88964",""
"United Kingdom","Electricity- total nuclear production","1994","Kilowatt-hours, million","87382",""
"United Kingdom","Electricity- total nuclear production","1993","Kilowatt-hours, million","89353",""
"United Kingdom","Electricity- total nuclear production","1992","Kilowatt-hours, million","76803",""
"United Kingdom","Electricity- total nuclear production","1991","Kilowatt-hours, million","70543",""
"United Kingdom","Electricity- total nuclear production","1990","Kilowatt-hours, million","65747",""
"United Kingdom","Electricity - nuclear production, public","2007","Kilowatt-hours, million","63028",""
"United Kingdom","Electricity - nuclear production, public","2006","Kilowatt-hours, million","75451",""
"United Kingdom","Electricity - nuclear production, public","2005","Kilowatt-hours, million","81618",""
"United Kingdom","Electricity - nuclear production, public","2004","Kilowatt-hours, million","79999",""
"United Kingdom","Electricity - nuclear production, public","2003","Kilowatt-hours, million","88686",""
"United Kingdom","Electricity - nuclear production, public","2002","Kilowatt-hours, million","87848",""
"United Kingdom","Electricity - nuclear production, public","2001","Kilowatt-hours, million","89870",""
"United Kingdom","Electricity - nuclear production, public","2000","Kilowatt-hours, million","85063",""
"United Kingdom","Electricity - nuclear production, public","1999","Kilowatt-hours, million","95133",""
"United Kingdom","Electricity - nuclear production, public","1998","Kilowatt-hours, million","99486",""
"United Kingdom","Electricity - nuclear production, public","1997","Kilowatt-hours, million","98146",""
"United Kingdom","Electricity - nuclear production, public","1996","Kilowatt-hours, million","94671",""
"United Kingdom","Electricity - nuclear production, public","1995","Kilowatt-hours, million","85298",""
"United Kingdom","Electricity - nuclear production, public","1994","Kilowatt-hours, million","83044",""
"United Kingdom","Electricity - nuclear production, public","1993","Kilowatt-hours, million","84433",""
"United Kingdom","Electricity - nuclear production, public","1992","Kilowatt-hours, million","73269",""
"United Kingdom","Electricity - nuclear production, public","1991","Kilowatt-hours, million","66329",""
"United Kingdom","Electricity - nuclear production, public","1990","Kilowatt-hours, million","61306",""
"United Kingdom","Electricity - nuclear production, self-producer","1996","Kilowatt-hours, million","0",""
"United Kingdom","Electricity - nuclear production, self-producer","1995","Kilowatt-hours, million","3666",""
"United Kingdom","Electricity - nuclear production, self-producer","1994","Kilowatt-hours, million","4338",""
"United Kingdom","Electricity - nuclear production, self-producer","1993","Kilowatt-hours, million","4920",""
"United Kingdom","Electricity - nuclear production, self-producer","1992","Kilowatt-hours, million","3534",""
"United Kingdom","Electricity - nuclear production, self-producer","1991","Kilowatt-hours, million","4214",""
"United Kingdom","Electricity - nuclear production, self-producer","1990","Kilowatt-hours, million","4441",""
"United States","Electricity- total nuclear production","2007","Kilowatt-hours, million","836634",""
"United States","Electricity- total nuclear production","2006","Kilowatt-hours, million","816195",""
"United States","Electricity- total nuclear production","2005","Kilowatt-hours, million","810726",""
"United States","Electricity- total nuclear production","2004","Kilowatt-hours, million","813339",""
"United States","Electricity- total nuclear production","2003","Kilowatt-hours, million","787818",""
"United States","Electricity- total nuclear production","2002","Kilowatt-hours, million","804519",""
"United States","Electricity- total nuclear production","2001","Kilowatt-hours, million","792604",""
"United States","Electricity- total nuclear production","2000","Kilowatt-hours, million","797718",""
"United States","Electricity- total nuclear production","1999","Kilowatt-hours, million","771811",""
"United States","Electricity- total nuclear production","1998","Kilowatt-hours, million","714124",""
"United States","Electricity- total nuclear production","1997","Kilowatt-hours, million","628645",""
"United States","Electricity- total nuclear production","1996","Kilowatt-hours, million","674729",""
"United States","Electricity- total nuclear production","1995","Kilowatt-hours, million","673402",""
"United States","Electricity- total nuclear production","1994","Kilowatt-hours, million","640449",""
"United States","Electricity- total nuclear production","1993","Kilowatt-hours, million","610299",""
"United States","Electricity- total nuclear production","1992","Kilowatt-hours, million","618783",""
"United States","Electricity- total nuclear production","1991","Kilowatt-hours, million","612575",""
"United States","Electricity- total nuclear production","1990","Kilowatt-hours, million","576978",""
"United States","Electricity - nuclear production, public","2007","Kilowatt-hours, million","836634",""
"United States","Electricity - nuclear production, public","2006","Kilowatt-hours, million","816195",""
"United States","Electricity - nuclear production, public","2005","Kilowatt-hours, million","810726",""
"United States","Electricity - nuclear production, public","2004","Kilowatt-hours, million","813339",""
"United States","Electricity - nuclear production, public","2003","Kilowatt-hours, million","787818",""
"United States","Electricity - nuclear production, public","2002","Kilowatt-hours, million","804519",""
"United States","Electricity - nuclear production, public","2001","Kilowatt-hours, million","792604",""
"United States","Electricity - nuclear production, public","2000","Kilowatt-hours, million","797718",""
"United States","Electricity - nuclear production, public","1999","Kilowatt-hours, million","771811",""
"United States","Electricity - nuclear production, public","1998","Kilowatt-hours, million","714124",""
"United States","Electricity - nuclear production, public","1997","Kilowatt-hours, million","628645",""
"United States","Electricity - nuclear production, public","1996","Kilowatt-hours, million","674729",""
"United States","Electricity - nuclear production, public","1995","Kilowatt-hours, million","673402",""
"United States","Electricity - nuclear production, public","1994","Kilowatt-hours, million","640395",""
"United States","Electricity - nuclear production, public","1993","Kilowatt-hours, million","610221",""
"United States","Electricity - nuclear production, public","1992","Kilowatt-hours, million","618716",""
"United States","Electricity - nuclear production, public","1991","Kilowatt-hours, million","612495",""
"United States","Electricity - nuclear production, public","1990","Kilowatt-hours, million","576862",""
"United States","Electricity - nuclear production, self-producer","1999","Kilowatt-hours, million","0",""
"United States","Electricity - nuclear production, self-producer","1998","Kilowatt-hours, million","0",""
"United States","Electricity - nuclear production, self-producer","1997","Kilowatt-hours, million","0",""
"United States","Electricity - nuclear production, self-producer","1996","Kilowatt-hours, million","0",""
"United States","Electricity - nuclear production, self-producer","1995","Kilowatt-hours, million","0",""
"United States","Electricity - nuclear production, self-producer","1994","Kilowatt-hours, million","54",""
"United States","Electricity - nuclear production, self-producer","1993","Kilowatt-hours, million","78",""
"United States","Electricity - nuclear production, self-producer","1992","Kilowatt-hours, million","67",""
"United States","Electricity - nuclear production, self-producer","1991","Kilowatt-hours, million","80",""
"United States","Electricity - nuclear production, self-producer","1990","Kilowatt-hours, million","116",""
"Yugoslavia [former Socialist Federal Republic]","Electricity- total nuclear production","1991","Kilowatt-hours, million","4390","1"
"Yugoslavia [former Socialist Federal Republic]","Electricity- total nuclear production","1990","Kilowatt-hours, million","4622",""
"Yugoslavia [former Socialist Federal Republic]","Electricity - nuclear production, public","1991","Kilowatt-hours, million","4390","1"
"Yugoslavia [former Socialist Federal Republic]","Electricity - nuclear production, public","1990","Kilowatt-hours, million","4622",""

"fnSeqID","Footnote"
"1","Estimate"
